ID,Topics
13,"[ 6.14063547e-05  5.12914389e-03 -3.55332788e-04  7.50611717e-04
 -4.12444143e-04 -3.97146707e-04 -8.89599936e-05  8.82675452e-06
 -7.62401943e-04 -8.99922483e-06 -3.38305568e-04 -5.99219635e-04
  2.16328080e-04  1.10048873e-03  2.11665969e-03 -4.42401264e-04
  4.07205911e-04 -4.39006487e-04 -2.10593426e-03 -9.62949692e-04
  5.24508103e-04 -6.13985920e-04  2.39911051e-03  1.76963829e-04
  3.00552111e-03  8.01982567e-03  1.13715936e-03  3.61224371e-03
  2.30085271e-04  5.41945674e-04 -6.58765778e-04 -9.92656442e-05
 -8.23307432e-05 -2.36673144e-04  8.11539103e-05  6.15463754e-04
 -3.76447838e-04  8.47892413e-05  3.99106502e-04 -3.79072812e-04
 -9.48278684e-04 -6.54738472e-05 -1.26498182e-03  1.93884846e-04
 -9.30415447e-04  7.91328259e-04  3.40472755e-05 -2.36110780e-04
  9.59600094e-05  3.48999871e-03 -2.69705001e-03 -5.35244189e-05
 -5.40393134e-04  1.90225244e-03  6.15232385e-04 -2.29794069e-04
  2.31217524e-03 -2.30608596e-03  6.94819572e-06 -2.58685930e-03
  9.20798724e-04  5.38145261e-03  4.99560134e-04  5.76220137e-04
 -9.30799358e-04  1.52871897e-03  3.01130633e-03  6.96691857e-04
 -6.23506896e-04  4.41029108e-03  1.87812167e-03 -2.42416599e-03
 -1.46039750e-03  1.91567786e-03 -4.60792131e-03  1.51543980e-03
  4.83852922e-03  2.18670178e-03  9.61367846e-04 -1.44702655e-03
 -6.84320753e-04  7.48032374e-04  3.48901451e-03  2.12149756e-03
  5.83674442e-04 -1.03579623e-03 -6.02322364e-04  2.59986021e-03
  1.48207175e-03  3.89239743e-05  2.09698339e-03  1.01204715e-03
 -5.79117173e-04  2.84560654e-04  6.73236822e-04  1.80934698e-04
 -1.75504142e-03  4.44294211e-04 -1.11051784e-03  6.74036361e-04]"
14,"[ 9.79759657e-05  1.07813944e-02 -9.32911702e-04 -1.16334246e-03
 -8.68250391e-04 -2.72526640e-04  1.53634167e-03  6.04241155e-04
 -1.41549817e-03  9.80975420e-04 -2.06032850e-04  3.97922811e-04
  9.89864145e-05  3.58045725e-03  4.46406514e-03 -1.68639282e-04
 -7.20865919e-04  1.88677677e-03 -1.24122386e-03  2.17810409e-03
 -2.78203435e-03  9.75870293e-04 -1.51945250e-03  1.90515966e-03
  3.52186903e-03  4.89562801e-03 -1.85265098e-03 -6.04109083e-06
 -1.12818574e-03  1.09888462e-03  7.54706129e-03  3.57347418e-03
  4.25742606e-03 -7.38337396e-03 -7.74303738e-03  1.19689260e-04
 -2.48779514e-05 -4.93952489e-03  2.25299842e-03  5.69164511e-03
 -3.52838540e-04 -1.21211870e-03  1.46684480e-04 -5.52015875e-03
  6.80566535e-03 -2.91011974e-03 -3.85782200e-03 -6.85277010e-03
  5.03415728e-03 -2.54039853e-03  8.14022451e-03  5.10700372e-03
  1.34804468e-03  1.04750888e-02  6.79565705e-03  1.78752674e-03
  9.37556169e-03  1.04112085e-03  1.42470449e-02 -9.95293989e-03
  1.07000457e-02  5.57630899e-03  2.91699289e-04  1.41605276e-03
  1.11534260e-02 -5.32519641e-03  1.51127932e-02 -2.26926913e-02
  2.37973281e-02  1.20329151e-02  8.73816011e-03 -1.78458124e-02
  1.33272296e-03  1.13167512e-02  7.73959157e-03  7.34033163e-03
 -2.63797417e-03 -2.51934456e-02  1.72146122e-02 -7.68341409e-03
  8.81600825e-02 -4.93273965e-03  1.36369783e-02 -2.77085585e-02
 -6.77598712e-02 -5.99090351e-03 -1.62885281e-02 -3.13729913e-02
 -6.44256912e-02 -7.93998098e-03  3.03062156e-02  3.39763205e-02
  4.52369247e-02 -1.31047910e-02 -4.15002864e-02 -2.48522982e-02
 -5.28679350e-02  6.08175227e-02 -1.35876001e-02 -8.89850859e-02]"
15,"[ 3.63420609e-04  2.61683890e-02 -8.08486558e-04  1.14277412e-03
 -1.45223678e-03  3.03473504e-03  4.03155211e-03  2.25363831e-02
  2.68254930e-03 -3.06248351e-04  5.89363613e-03  1.65097254e-02
  8.64555244e-02  4.71963376e-02  1.59775150e-02 -5.52739035e-02
  1.84072019e-02 -2.58283952e-03  1.69360704e-02  1.65752985e-02
  5.88722670e-04  5.09495460e-03 -1.07772152e-02  9.43034297e-04
  8.02864902e-03  1.95627680e-02  9.12161120e-03 -2.00682571e-02
  6.30191149e-04  3.08042581e-03 -1.56033032e-03 -2.07501558e-02
 -2.16033153e-02  8.60316689e-03  1.49877075e-03  1.38041891e-03
 -2.18270134e-02 -1.69342704e-02  4.41484294e-02 -1.06074324e-02
  2.67933267e-03  2.18556534e-03  2.50888535e-03  1.85041466e-03
 -5.78123601e-04  3.61647341e-03 -1.99957129e-03 -1.99936341e-03
  4.28287181e-03 -1.14627309e-02  9.04875608e-03 -3.01536075e-06
 -7.89263427e-03  3.43983074e-03  6.94387671e-03 -1.01414578e-02
 -1.21373501e-03 -7.34197758e-03 -1.63512289e-02 -4.53674580e-04
 -6.56095408e-03  2.56433771e-02  1.01625846e-02 -5.69064585e-03
 -1.24919133e-02 -1.85496614e-02  3.62309933e-03  1.03652001e-02
 -1.31018560e-02 -1.76352891e-02  3.82926982e-02  2.23462080e-02
  3.52670161e-02  1.15701542e-02 -1.58858328e-02 -3.13952471e-02
  6.99822222e-03 -2.06719215e-02 -3.78813586e-03  1.17703699e-03
  7.43408797e-03 -2.25776197e-02 -2.48230190e-02 -1.12230477e-02
  4.32599043e-03 -2.51739225e-03 -1.32794757e-02 -4.16730247e-03
  2.99418108e-03  4.47859825e-02 -7.85707383e-03  2.62336417e-02
 -1.05422568e-02 -1.40008406e-03  1.26922729e-02  4.39230811e-03
 -1.41045954e-02 -5.27723779e-03 -9.75418244e-03 -2.28803885e-02]"
16,"[ 3.44552595e-04  3.03260667e-02 -2.66282203e-03 -6.36506038e-03
 -2.96736602e-03  8.86371535e-04  5.10833076e-03  2.27885147e-02
 -4.42860628e-03  1.38892736e-03  3.68234418e-03  1.89572050e-02
  3.47375408e-02  1.28790927e-02  1.09031736e-02  1.19361984e-02
 -1.30068041e-03  2.63024439e-02 -1.63227618e-02  3.90231682e-03
 -1.57454980e-02  2.58024937e-03 -2.71393676e-03  9.15813174e-04
  2.37543849e-03  9.55065395e-03  3.83521213e-03 -1.01157056e-02
 -1.32865057e-03  1.05846210e-02  6.78786758e-03  2.44973646e-02
 -6.47282925e-03 -2.66447436e-03 -5.13508849e-04 -8.71526801e-03
 -6.69722266e-03  1.72446748e-04 -4.59243862e-03 -1.94600034e-02
 -1.37299272e-02 -9.98674084e-04 -1.14307974e-02 -2.91393360e-02
  1.04670438e-02 -1.61331676e-02  1.96645923e-03  3.10160299e-03
 -5.26227823e-04  1.45614740e-02  1.48077182e-02  4.07929804e-05
  1.38277333e-02  8.03547247e-03 -4.86887161e-04  2.07610112e-02
  1.66172802e-02  1.91426609e-02  1.64974156e-02  1.31890140e-02
 -1.23025076e-02 -8.84224969e-04  1.73023914e-02  1.52041557e-02
  4.69529372e-03  4.77187683e-02  1.36543474e-02 -4.07439270e-02
 -7.25246236e-03 -2.11370856e-02  4.51062923e-02  9.88160365e-03
 -5.03718935e-03  4.51683699e-03 -4.41457563e-03 -9.26218618e-03
  6.84414409e-03  7.07387278e-03  5.99494582e-03 -1.68584640e-02
  1.15587995e-02 -2.41795607e-03  1.49803484e-02 -3.08707368e-02
 -1.98869188e-02  1.60243324e-02 -1.66364151e-02  2.98698349e-02
 -4.73097040e-03  3.04731314e-02  2.12601725e-02  6.50225342e-05
 -2.46359704e-02 -6.77145375e-02  1.49897426e-02  1.55962202e-02
  3.92545507e-02 -1.66537353e-02 -1.85047060e-02 -1.96110453e-02]"
17,"[ 0.00067044  0.0698794  -0.00612802 -0.01504796 -0.01214892  0.0017654
  0.00504391 -0.00073561 -0.00838585  0.13168696 -0.00053397  0.00913872
  0.01323822 -0.00550996 -0.01127177  0.0028622  -0.00577452  0.01316112
 -0.00347601  0.00504224 -0.01733361 -0.0070782   0.00361402 -0.0020411
  0.00395755  0.00449714 -0.01383624 -0.00315704 -0.01214708  0.03008497
  0.0101975   0.03101755 -0.00269794 -0.00535376 -0.00398637 -0.00353173
 -0.01891713  0.00708232  0.01309329 -0.05819793 -0.03249865 -0.00406028
 -0.02147776 -0.0301313  -0.03265164 -0.01438728  0.00524037 -0.00177401
 -0.01146064  0.02890596  0.05829964  0.00465001 -0.01357976  0.01792294
  0.01400028 -0.01561615  0.01044996  0.01746482  0.00601376 -0.00403555
 -0.0264574  -0.00945024 -0.03001856  0.04967399 -0.00118923 -0.01615187
 -0.01417771 -0.00230931 -0.0144272   0.00636198  0.12042175 -0.01340807
  0.00367609  0.01741576  0.04932236  0.04481764 -0.0354553   0.05058096
  0.01793232 -0.0273235  -0.00162386 -0.0088892  -0.01916266 -0.00310014
  0.02086183  0.00123856 -0.01165756  0.02973912 -0.00885892 -0.00482578
 -0.00028127  0.01303169  0.02342622  0.00091746 -0.00040373  0.00434748
 -0.01847282  0.00674815 -0.00164475 -0.02516242]"
18,"[ 0.00078877  0.07781806 -0.00651523 -0.01083119 -0.01325375  0.00070581
  0.00013493  0.00356449 -0.00052079 -0.00071015  0.00226552  0.00319923
  0.00495433  0.00269077  0.01401799  0.01700342 -0.01697584  0.03185146
 -0.03807672  0.00304658 -0.04464476 -0.00247901  0.03537908  0.0015776
  0.02209251  0.0679562   0.04488262  0.03456649  0.01847117  0.01445105
 -0.0023449   0.00286543 -0.00935469 -0.00734102 -0.00230712 -0.00764198
 -0.00177445 -0.00540838  0.00980541 -0.02147265 -0.00372226 -0.00116613
 -0.02633173 -0.018223   -0.01187541 -0.00257544  0.00240429 -0.0023034
 -0.01252475  0.01497744  0.02702456 -0.01078724 -0.00189386 -0.00029058
  0.00093043 -0.00615215  0.01078394  0.00466122 -0.00950132 -0.00854275
  0.00435328  0.00945731 -0.00060965  0.01332979  0.0053558   0.01500061
 -0.00448866  0.01185701  0.01284695 -0.02117397  0.00106693 -0.00468873
 -0.01205787  0.00796268 -0.0338612   0.02972877 -0.00905571  0.01923764
 -0.01356503 -0.01682837  0.01695201  0.00735407 -0.01718581 -0.02651782
 -0.03461923  0.00318186 -0.00728175 -0.01751162 -0.00130884 -0.00312819
  0.00932376  0.01189664  0.01730858 -0.00483477 -0.01873126 -0.01613935
 -0.00361433  0.0160985  -0.02731411 -0.02291352]"
20,"[ 8.14158071e-02  1.55990622e-01 -1.47118249e-02 -2.52203426e-02
 -2.16264283e-02 -1.06157467e-04  8.23378055e-02  3.84681970e-02
 -2.19908781e-02  7.78679030e-04  2.78032516e-03  1.52697979e-03
 -3.15026370e-03  2.65696515e-03  2.85317826e-02  1.26973167e-02
 -2.21312954e-02  4.31042532e-02 -6.31041994e-02 -4.31703380e-03
 -6.27491233e-02 -6.98747114e-03 -4.71472057e-03  3.70508299e-03
  2.37101577e-02  7.22951655e-02  2.91228586e-02 -1.88530180e-02
  4.68969351e-04  1.28900407e-02 -2.17787080e-02 -3.72416071e-02
 -4.93009531e-03 -1.52377000e-02 -1.04099663e-02  2.80328595e-02
 -1.77405913e-02 -2.50847960e-02  5.76649163e-02 -3.15215983e-02
 -1.27379671e-02 -3.79459737e-03 -3.98477421e-02 -9.55287196e-03
 -1.39453323e-02  2.34490856e-02  9.92368878e-04  9.85558841e-03
 -5.64160586e-03  5.03189412e-02 -3.06013993e-02 -7.84278699e-04
 -2.79621141e-02  1.72399942e-02  6.07302501e-02 -1.18139945e-03
  5.03257445e-02  6.57915850e-04  7.50254965e-03  1.07743691e-03
 -9.35634361e-03 -2.85710461e-02  9.73289220e-03 -6.87028757e-03
  2.70715017e-02 -1.30369723e-02 -1.62475101e-02 -5.90618109e-02
 -1.58224208e-02 -2.40780212e-02 -1.39994462e-02  1.12343050e-02
 -1.76252905e-02 -2.20112925e-02 -3.16509632e-03  3.37106582e-03
 -2.48339654e-02  5.82104978e-03  2.43328419e-02  3.67298265e-02
  1.25177589e-02  1.43519267e-02 -4.25228674e-03 -6.70835582e-04
 -6.24620095e-03  7.90630298e-03 -3.24141718e-03 -3.48666016e-02
  2.06314053e-02  1.76127234e-02  1.84616453e-02 -2.52236260e-02
  8.63360744e-03 -2.79200168e-02 -1.70388155e-02 -1.63933012e-02
 -3.97931691e-02 -2.23703163e-03 -8.47743849e-04 -1.43354153e-02]"
21,"[ 7.15214768e-04  7.75491109e-02 -6.38072848e-03 -9.61620138e-03
 -5.11200907e-03  1.06474749e-03  1.63322401e-02  1.00865991e-01
 -1.43326134e-02 -7.84912981e-04  4.76339326e-05 -2.01440002e-02
 -2.58509535e-02 -9.16371516e-03 -3.25579839e-03 -5.33407591e-04
  3.81845096e-03 -2.82580968e-02 -4.11947597e-02 -1.60688524e-02
 -6.52288519e-03 -9.52444827e-03  1.48321215e-02  4.14964875e-05
  3.76317529e-02  9.85837067e-02 -4.42359457e-03  5.82180914e-02
  2.34513125e-02 -1.26374460e-03  4.09655117e-02  2.29658178e-03
 -1.91356092e-03 -1.34698386e-02 -1.36990596e-02 -4.22330290e-02
  5.76042173e-03 -1.70267369e-02 -2.50208460e-03 -2.95753774e-02
 -4.09458020e-02 -1.85726349e-02 -4.50967335e-02  9.98280804e-02
  6.67799244e-02 -1.44282844e-02 -3.26103003e-03 -6.23259766e-03
 -6.18838615e-04 -3.13993912e-02  3.57494290e-02 -1.05005889e-02
  1.59503113e-02 -7.39749625e-02 -3.69367041e-02  1.89412969e-02
  5.73108458e-02 -2.82994034e-02 -2.66981394e-02  2.37195314e-03
 -1.63269226e-02 -1.72232485e-02 -2.17795970e-03 -2.06099020e-02
  4.21127482e-03  2.00391483e-03 -1.75847055e-02 -1.97695191e-02
  2.97404048e-03 -1.51550187e-02 -1.38917411e-02  7.67811716e-03
 -2.30656290e-02 -6.38508742e-03 -5.43312845e-03  6.15153703e-03
  5.59761523e-03 -8.74240487e-03  8.10754184e-03  1.30436273e-02
  1.40714756e-02 -3.00748475e-02 -1.31309742e-02 -6.31460077e-04
  1.35284266e-02 -1.69455506e-02 -3.05097765e-02  4.56205308e-02
 -1.94715038e-02 -3.95854953e-03  2.55175233e-03 -1.99160284e-02
 -4.23292551e-02 -1.82998140e-02  8.78268330e-03  2.58490139e-02
 -4.09430001e-02  1.66481698e-02  9.13318503e-03  2.23331350e-02]"
22,"[ 5.77611491e-04  7.08457143e-02 -6.45150835e-03 -1.33311770e-02
 -1.13028978e-02 -4.61864083e-05 -1.39875904e-03 -6.29291863e-03
 -1.94342017e-02  1.18233655e-03  2.20541561e-03 -1.46597237e-02
 -3.40982829e-02  1.65194781e-03  2.97595615e-02 -2.43187927e-02
  1.57483187e-02 -2.08368920e-02 -2.97140628e-02  1.04214764e-03
 -1.05336990e-02 -9.07443086e-03  6.62695638e-03  3.20415867e-03
  2.11782114e-02  3.73978665e-02 -1.07530565e-02 -4.84239952e-02
 -2.93165176e-03 -5.12275608e-02  8.29671295e-02  4.39778896e-02
 -1.78155289e-02 -4.09418134e-02 -1.33334552e-02 -9.13926007e-02
 -4.02049919e-03 -4.12849186e-02 -1.32285676e-04 -5.08319354e-02
  1.91591503e-03 -1.22516678e-03  3.97849278e-03 -5.65739120e-02
 -5.44129031e-02 -3.95917188e-02  5.45531015e-02  7.17073133e-03
  2.36547949e-02 -2.15512033e-01  1.18385061e-01 -9.18845337e-02
  1.70816243e-01 -4.95132051e-01 -3.14288334e-01  1.43489774e-01
  4.98184679e-01 -2.68251214e-01 -1.22600191e-01 -2.71664487e-02
 -1.40441536e-01 -5.61711095e-03 -8.76299091e-02  5.17039436e-04
 -6.61225925e-02 -2.86928145e-02 -1.81362173e-02 -4.93961626e-02
 -1.64184221e-01  9.24174256e-02 -8.44545505e-02  2.75114012e-02
  4.81194353e-02  4.94827590e-02  7.48452715e-02 -5.09684984e-04
 -6.75725385e-02  3.16935299e-02  1.35249152e-02  3.66065441e-02
 -3.45481707e-02  2.97542886e-03  3.41831785e-02 -4.39447013e-03
  3.59230397e-02  8.93924490e-03  3.07040391e-02 -1.89897860e-02
  1.55500328e-04  2.29011488e-02 -2.99470152e-02  3.95978342e-02
  1.50061831e-02  1.84207070e-02  1.79165582e-02 -1.75153676e-02
 -8.77474525e-03 -3.16161375e-02  2.72123924e-02  1.07464801e-02]"
23,"[ 5.00077217e-04  3.66664244e-02 -2.01831494e-03 -7.80098688e-03
  3.60764876e-04  3.71797949e-03  2.19832181e-02  1.35886608e-01
 -4.60656337e-03 -2.01154501e-03  4.35537278e-04 -1.48019803e-02
 -1.24842738e-02 -1.82864349e-02 -2.40626093e-02  1.42368024e-02
 -6.85355977e-03 -2.21628558e-02 -1.89538837e-02 -1.51642217e-02
 -1.76466312e-03 -5.73634881e-03  1.98392427e-03 -4.04051525e-03
 -2.92161588e-03  1.14977722e-03 -4.71850062e-03 -5.91329902e-03
 -1.48495397e-03 -1.60738126e-03  8.68901398e-04 -1.11227707e-02
  2.95889944e-03 -2.39943526e-03 -5.04357169e-03 -5.38972333e-04
 -1.30940437e-03 -5.09151823e-03  1.14478449e-02 -6.48510831e-04
  8.36718671e-04 -9.57142175e-04  7.23117708e-05  8.64075421e-03
 -9.86478501e-03  1.14881799e-02 -1.00380817e-03  7.40666930e-04
  3.76958942e-03 -1.80268273e-03 -1.03560372e-02  3.51980695e-03
 -9.50985927e-03 -8.55951877e-04  1.29049841e-02 -9.48572743e-03
  1.11373285e-02 -1.50302446e-02  5.52048642e-03 -8.18473049e-03
 -7.15469394e-03  1.18067988e-03 -1.74913472e-03  1.85891171e-02
  1.72483280e-02  1.83969656e-03 -1.41514474e-02 -1.81215107e-02
  8.56636694e-03 -1.87199589e-02 -6.58764884e-03  1.09015796e-03
 -2.69434150e-02 -1.07936248e-02  8.09901632e-03  3.72002504e-03
 -1.69612430e-02  1.06706482e-02  3.86245519e-02  1.09389912e-02
 -1.59877395e-02  8.88711309e-03 -6.45621022e-04  4.89716227e-03
  7.23099881e-03  5.83152439e-04 -3.80871899e-03  1.29982317e-02
  8.01581249e-04 -1.49072201e-02 -4.72338926e-03 -2.36105521e-02
 -6.61444959e-03  2.55603370e-02 -1.73870625e-02 -1.09872213e-02
  9.53806645e-04  9.91331769e-03  1.25313865e-02 -1.31788780e-02]"
24,"[ 0.00126442  0.12960811 -0.01095968 -0.02112656 -0.01577329  0.00328008
  0.02089612  0.13043041 -0.02005442 -0.00229013  0.0032386  -0.01341324
  0.04645487  0.01660339 -0.01277927 -0.0395565   0.01740282 -0.0468684
 -0.0413531  -0.01478912 -0.0153853  -0.0052551   0.00165214 -0.00521918
  0.00334665  0.02119781  0.00768242 -0.02233197 -0.00187844 -0.02327366
  0.01619013 -0.0087253   0.01044577 -0.02513759 -0.00758272 -0.02515078
  0.0135848  -0.01948592 -0.00850899  0.00188808  0.00318912  0.00057561
 -0.0143069   0.01354311 -0.03443736  0.02645312  0.00643279  0.00378798
  0.00518579 -0.05969964 -0.00938634 -0.01003013  0.01191778 -0.06217668
 -0.03269149  0.00430256 -0.00472923 -0.02673821 -0.0022233   0.00829945
 -0.00071242 -0.00190278 -0.01432209 -0.00521921 -0.02080961 -0.01423767
  0.01407232  0.03526586 -0.01145802  0.00591814  0.01785465 -0.00291704
  0.01222035  0.00122953  0.00129056  0.00512693  0.01166538 -0.02255825
 -0.02089857  0.00645798  0.00331921 -0.01069303 -0.00181536  0.0148088
 -0.02136534 -0.00230834  0.00035092  0.00086479  0.01441952 -0.0140728
 -0.00976733  0.0031039  -0.00202544 -0.00199487 -0.01059277  0.0043603
 -0.00031496  0.00901459 -0.02664808 -0.01241342]"
25,"[ 1.61539180e-03  1.27017003e-01 -9.96357909e-03 -1.36791386e-02
 -1.73588489e-02  7.35878293e-05  1.61051996e-03  1.73298158e-02
  1.79399520e-02 -3.11254498e-03 -6.75912400e-03  1.04219223e-02
  1.43043763e-01  5.96913188e-02 -7.00937752e-03 -5.13829609e-02
  1.88276554e-02 -1.37994810e-02  2.85202490e-02  1.91760592e-02
  3.83843695e-02  4.90296521e-02  3.49031685e-02  2.95370781e-04
  3.05432801e-02  8.85871169e-02  6.93238811e-02 -6.66858289e-02
  4.30529669e-03 -1.89309431e-02 -4.96729625e-03 -3.32487308e-02
 -3.17245737e-03 -2.25777483e-02 -7.40769698e-03 -1.16378345e-02
  1.55651332e-02 -3.88581851e-02  1.54071382e-02  7.46246758e-03
  1.09131939e-02  2.30192583e-03 -3.80510714e-02  7.21100332e-03
 -2.43051314e-02  3.85629978e-02 -1.04088386e-03  1.43131001e-02
 -1.48293557e-05 -4.96095647e-02 -2.93634886e-02 -1.00182412e-02
  1.21054440e-02  4.94367424e-04 -6.60417372e-03  8.20055756e-03
 -2.54661849e-02 -6.12497280e-02  3.29976076e-02 -6.36108195e-02
  5.03382196e-02  3.81952913e-02  7.84394961e-02  1.30413950e-01
 -5.82992310e-02 -1.43246127e-02  2.05674603e-02  2.09607175e-02
 -1.10404584e-02 -4.76519691e-03  2.36469187e-02 -5.07204022e-03
 -2.49746244e-02 -5.01284194e-03 -6.65847529e-02  5.55933649e-02
 -3.97548351e-03  1.07839747e-02  4.10975602e-02 -8.68153792e-03
 -3.73185892e-03 -8.39210647e-03 -2.70147086e-02 -2.17589294e-02
 -3.60756790e-02 -2.17096759e-02  2.80114893e-03 -3.58744865e-02
  4.23695660e-02  1.21088445e-02 -6.07724535e-02 -6.47909545e-02
  2.25430020e-02  3.21424344e-03 -5.56333749e-02  6.36938814e-02
 -1.29923169e-02 -3.59660426e-02  7.27298085e-03 -2.27867360e-02]"
26,"[ 2.39833785e-05  1.64379442e-03 -1.34318466e-04 -5.74298884e-05
  1.88629911e-04 -7.95087580e-05  4.51008903e-04  1.43150371e-03
 -7.42460496e-05  2.25899915e-04 -1.96840907e-04  3.61014905e-04
 -5.84031064e-05  1.28459263e-03  3.33512818e-03 -3.74525400e-04
 -4.05045580e-04  2.67465861e-03  3.26514791e-04  1.96037758e-03
 -2.74661172e-03  1.40376523e-03 -8.71621197e-04  3.24462192e-04
  4.14642386e-04  1.45090523e-03 -1.12665280e-04 -1.10369631e-03
  3.39329614e-04  2.21637632e-04  1.44950718e-03 -3.60175589e-04
 -3.59478143e-04 -1.89065316e-04 -4.65227074e-04 -4.01556704e-04
  3.69922529e-04 -5.58901128e-04  5.55821023e-05 -6.10444692e-04
 -1.90785367e-04 -2.54805103e-05 -1.93197025e-04 -3.16088319e-04
 -6.18276400e-04  9.86875231e-05 -1.83146726e-04  3.29488030e-04
  5.26803041e-04 -5.04544035e-04  4.67387264e-05 -3.32398704e-04
  3.88161935e-04 -2.86827846e-05  1.58929738e-04  7.11099472e-04
  2.85020266e-04 -2.33012764e-04  1.10496317e-04 -6.67913303e-04
  1.03858035e-04  1.15926417e-04  1.87930980e-04  2.24194692e-04
 -8.17555441e-05 -3.46453799e-04 -4.82234196e-05 -2.39762190e-04
 -2.82381464e-04 -1.73163127e-04  6.75084933e-04  5.07699023e-04
  1.45911619e-04 -3.55405554e-04 -4.67134359e-04  6.13843997e-04
  2.85217496e-04 -5.52627003e-04 -1.71555604e-04 -4.37685936e-04
  2.98147247e-04 -3.55964754e-04 -4.75855651e-04 -6.49672982e-04
 -9.45024619e-04 -4.22601819e-04  5.06945604e-04  3.10066933e-04
  3.14419382e-04  1.05252435e-03 -1.76992405e-04  6.56158241e-05
 -1.30537147e-04 -3.55686979e-04 -7.81067451e-04  5.55593445e-04
 -2.99394137e-05 -1.45190572e-04 -5.95002558e-04  2.89395033e-04]"
30,"[ 5.77611491e-04  7.08457143e-02 -6.45150835e-03 -1.33311770e-02
 -1.13028978e-02 -4.61864083e-05 -1.39875904e-03 -6.29291863e-03
 -1.94342017e-02  1.18233655e-03  2.20541561e-03 -1.46597237e-02
 -3.40982829e-02  1.65194781e-03  2.97595615e-02 -2.43187927e-02
  1.57483187e-02 -2.08368920e-02 -2.97140628e-02  1.04214764e-03
 -1.05336990e-02 -9.07443086e-03  6.62695638e-03  3.20415867e-03
  2.11782114e-02  3.73978665e-02 -1.07530565e-02 -4.84239952e-02
 -2.93165176e-03 -5.12275608e-02  8.29671295e-02  4.39778896e-02
 -1.78155289e-02 -4.09418134e-02 -1.33334552e-02 -9.13926007e-02
 -4.02049919e-03 -4.12849186e-02 -1.32285676e-04 -5.08319354e-02
  1.91591503e-03 -1.22516678e-03  3.97849278e-03 -5.65739120e-02
 -5.44129031e-02 -3.95917188e-02  5.45531015e-02  7.17073133e-03
  2.36547949e-02 -2.15512033e-01  1.18385061e-01 -9.18845337e-02
  1.70816243e-01 -4.95132051e-01 -3.14288334e-01  1.43489774e-01
  4.98184679e-01 -2.68251214e-01 -1.22600191e-01 -2.71664487e-02
 -1.40441536e-01 -5.61711095e-03 -8.76299091e-02  5.17039436e-04
 -6.61225925e-02 -2.86928145e-02 -1.81362173e-02 -4.93961626e-02
 -1.64184221e-01  9.24174256e-02 -8.44545505e-02  2.75114012e-02
  4.81194353e-02  4.94827590e-02  7.48452715e-02 -5.09684984e-04
 -6.75725385e-02  3.16935299e-02  1.35249152e-02  3.66065441e-02
 -3.45481707e-02  2.97542886e-03  3.41831785e-02 -4.39447013e-03
  3.59230397e-02  8.93924490e-03  3.07040391e-02 -1.89897860e-02
  1.55500328e-04  2.29011488e-02 -2.99470152e-02  3.95978342e-02
  1.50061831e-02  1.84207070e-02  1.79165582e-02 -1.75153676e-02
 -8.77474525e-03 -3.16161375e-02  2.72123924e-02  1.07464801e-02]"
31,"[ 4.68951188e-04  3.59927359e-02 -3.14129732e-03 -5.42692292e-03
 -4.27201751e-03  2.45214431e-04  5.48149661e-03  3.40270100e-02
 -7.67771777e-03 -5.35370659e-04  3.57958036e-04  2.35530202e-02
  1.39683134e-01  8.06788377e-02  2.25901469e-02 -1.19046397e-01
  4.39881197e-02 -1.95398099e-02  2.64191377e-02  2.43967919e-02
  2.89706785e-03  9.56994701e-03 -4.91477560e-03 -1.77189051e-03
  1.23561649e-02  2.86116614e-02  2.35373123e-02 -2.01943757e-02
  1.51236556e-03 -7.09018809e-03 -2.01440873e-03 -1.39084249e-02
  2.98497967e-04 -8.37819683e-03  6.06080388e-04 -3.67376805e-03
  3.58084350e-03 -1.50403371e-02 -8.57589101e-04  1.16335984e-02
  7.88820732e-03  2.71596949e-03 -5.89781987e-03  7.88657414e-03
 -1.13008259e-02  1.63062643e-02 -3.49747357e-03 -4.10693115e-03
  3.39846077e-03 -1.65487773e-02 -8.79683578e-03  6.12669776e-04
 -8.08604201e-03 -5.66368297e-03  2.85328304e-03 -1.41242887e-02
 -1.27087582e-02 -2.53393161e-02 -1.69955167e-02  4.32208525e-03
  8.13766058e-03  8.21962437e-03  8.17835191e-03 -1.15397727e-02
  5.46032598e-03 -1.73502424e-02  1.83409277e-04  2.93265267e-03
 -1.14482956e-02  4.40311958e-03  2.36091933e-02  1.60676964e-02
  8.31423874e-03 -1.57108493e-02 -7.23483705e-03  1.13843581e-02
  2.00915694e-03 -1.45310257e-02 -5.85954926e-03  2.18545975e-02
  9.99808547e-03 -1.22965235e-04  1.39397534e-03 -2.48902044e-02
 -1.88466146e-02 -1.90453534e-02  6.11547183e-03 -5.22579629e-04
  2.23421326e-02  1.93715837e-02 -1.30266501e-02  2.74602783e-03
  6.93900011e-03 -7.54449558e-04 -5.56197588e-03  2.88531674e-02
 -3.22775460e-03 -1.06485683e-02 -1.23434895e-02 -3.06734918e-02]"
